Stage,Session,Trial,Step,Alpha,Gamma,Deadline,NextWay,Left,Right,Oncoming,Light,Action,Reward,TotRewd,TotPass,TotFail
3,301,43,15,0.97,0.38,16,left,,,,red,right,0.5,631.5,13,20
3,301,43,16,0.97,0.38,15,right,,,,red,right,0.5,632.0,13,20
3,301,43,17,0.97,0.38,14,right,,,forward,red,right,0.5,632.5,13,20
3,301,43,18,0.97,0.38,13,forward,,,,green,left,0.5,633.0,13,20
3,301,43,19,0.97,0.38,12,right,,,,green,left,0.5,633.5,13,20
3,301,43,20,0.97,0.38,11,right,,,,red,right,0.5,634.0,13,20
3,301,43,21,0.97,0.38,10,right,,,,green,left,0.5,634.5,13,20
3,301,43,22,0.97,0.38,9,right,,,,red,right,0.5,635.0,13,20
3,301,43,23,0.97,0.38,8,right,,,,green,left,0.5,635.5,13,20
3,301,43,24,0.97,0.38,7,forward,,,,green,left,0.5,636.0,13,20
3,301,43,25,0.97,0.38,6,right,,,,red,right,0.5,636.5,13,20
3,301,43,26,0.97,0.38,5,right,,,,red,right,0.5,637.0,13,20
3,301,43,27,0.97,0.38,4,forward,,,,green,left,0.5,637.5,13,20
3,301,43,28,0.97,0.38,3,right,,,,red,right,0.5,638.0,13,20
3,301,43,29,0.97,0.38,2,right,,,,green,left,0.5,638.5,13,20
3,301,43,30,0.97,0.38,1,right,,,,green,left,0.5,639.0,13,20
3,301,43,31,0.97,0.38,0,left,,,,red,right,0.5,639.5,13,20
3,301,44,1,0.97,0.38,25,left,,,,red,right,0.5,640.0,13,20
3,301,44,2,0.97,0.38,24,right,,,,red,right,0.5,640.5,13,20
3,301,44,3,0.97,0.38,23,right,,,,green,left,0.5,641.0,13,20
3,301,44,4,0.97,0.38,22,forward,,,,green,left,0.5,641.5,13,20
3,301,44,5,0.97,0.38,21,right,,,,red,right,0.5,642.0,13,20
3,301,44,6,0.97,0.38,20,forward,,,,green,left,0.5,642.5,13,20
3,301,44,7,0.97,0.38,19,right,,,,green,left,0.5,643.0,13,20
3,301,44,8,0.97,0.38,18,right,,,,red,right,0.5,643.5,13,20
3,301,44,9,0.97,0.38,17,right,,,left,red,right,0.5,644.0,13,20
3,301,44,10,0.97,0.38,16,forward,,,,green,left,0.5,644.5,13,20
3,301,44,11,0.97,0.38,15,right,,,,green,left,0.5,645.0,13,20
3,301,44,12,0.97,0.38,14,right,,,,red,right,0.5,645.5,13,20
3,301,44,13,0.97,0.38,13,right,,,,green,left,0.5,646.0,13,20
3,301,44,14,0.97,0.38,12,forward,,,,green,left,0.5,646.5,13,20
3,301,44,15,0.97,0.38,11,right,,,,red,right,0.5,647.0,13,20
3,301,44,16,0.97,0.38,10,forward,,,,red,right,0.5,647.5,13,20
3,301,44,17,0.97,0.38,9,left,,,,green,left,0.5,648.0,13,20
3,301,44,18,0.97,0.38,8,forward,,,,red,right,0.5,648.5,13,20
3,301,44,19,0.97,0.38,7,left,,,,green,left,0.5,649.0,13,20
3,301,44,20,0.97,0.38,6,forward,,,,green,left,0.5,649.5,13,20
3,301,44,21,0.97,0.38,5,right,,,,green,left,0.5,650.0,13,20
3,301,44,22,0.97,0.38,4,right,,,,green,left,0.5,650.5,13,20
3,301,44,23,0.97,0.38,3,left,,,,red,right,0.5,651.0,13,20
3,301,44,24,0.97,0.38,2,right,,,,red,right,0.5,651.5,13,20
3,301,44,25,0.97,0.38,1,right,,,,red,right,0.5,652.0,13,20
3,301,44,26,0.97,0.38,0,forward,,,,red,right,0.5,652.5,13,20
3,301,45,1,0.97,0.38,20,forward,,,,red,right,0.5,653.0,13,20
3,301,45,2,0.97,0.38,19,left,,,,red,right,0.5,653.5,13,20
3,301,45,3,0.97,0.38,18,right,,,,red,right,0.5,654.0,13,20
3,301,45,4,0.97,0.38,17,right,,,,red,right,0.5,654.5,13,20
3,301,45,5,0.97,0.38,16,forward,,,,green,left,0.5,655.0,13,20
3,301,45,6,0.97,0.38,15,right,,,,green,left,0.5,655.5,13,20
3,301,45,7,0.97,0.38,14,right,,,,green,left,0.5,656.0,13,20
3,301,45,8,0.97,0.38,13,left,,,,green,left,0.5,656.5,13,20
3,301,45,9,0.97,0.38,12,forward,,,,red,right,0.5,657.0,13,20
3,301,45,10,0.97,0.38,11,left,,,,red,right,0.5,657.5,13,20
3,301,45,11,0.97,0.38,10,right,,,,red,right,0.5,658.0,13,20
3,301,45,12,0.97,0.38,9,right,,,,red,right,0.5,658.5,13,20
3,301,45,13,0.97,0.38,8,forward,,,,green,left,0.5,659.0,13,20
3,301,45,14,0.97,0.38,7,right,,,,green,left,0.5,659.5,13,20
3,301,45,15,0.97,0.38,6,right,,,,red,right,0.5,660.0,13,20
3,301,45,16,0.97,0.38,5,right,,,,green,left,0.5,660.5,13,20
3,301,45,17,0.97,0.38,4,right,,,,red,right,0.5,661.0,13,20
3,301,45,18,0.97,0.38,3,right,,,forward,green,left,0.5,661.5,13,20
3,301,45,19,0.97,0.38,2,forward,,,,green,left,0.5,662.0,13,20
3,301,45,20,0.97,0.38,1,right,,,,red,right,0.5,662.5,13,20
3,301,45,21,0.97,0.38,0,right,,,,red,right,0.5,663.0,13,20
3,301,46,1,0.97,0.38,40,right,,,,red,right,0.5,663.5,13,20
3,301,46,2,0.97,0.38,39,right,,,,green,left,0.5,664.0,13,20
3,301,46,3,0.97,0.38,38,right,,,,green,left,0.5,664.5,13,20
3,301,46,4,0.97,0.38,37,left,,,,green,left,0.5,665.0,13,20
3,301,46,5,0.97,0.38,36,forward,,,,green,left,0.5,665.5,13,20
3,301,46,6,0.97,0.38,35,right,,,,red,right,0.5,666.0,13,20
3,301,46,7,0.97,0.38,34,forward,,,,red,right,0.5,666.5,13,20
3,301,46,8,0.97,0.38,33,left,,,,red,right,0.5,667.0,13,20
3,301,46,9,0.97,0.38,32,right,,,,red,right,0.5,667.5,13,20
3,301,46,10,0.97,0.38,31,right,,,,green,left,0.5,668.0,13,20
3,301,46,11,0.97,0.38,30,right,,,,green,left,0.5,668.5,13,20
3,301,46,12,0.97,0.38,29,left,,,,green,left,0.5,669.0,13,20
3,301,46,13,0.97,0.38,28,forward,,,,green,left,0.5,669.5,13,20
3,301,46,14,0.97,0.38,27,right,,,,red,right,0.5,670.0,13,20
3,301,46,15,0.97,0.38,26,forward,,,,red,right,0.5,670.5,13,20
3,301,46,16,0.97,0.38,25,left,,,,red,right,0.5,671.0,13,20
3,301,46,17,0.97,0.38,24,right,,,,red,right,0.5,671.5,13,20
3,301,46,18,0.97,0.38,23,right,,,,green,left,0.5,672.0,13,20
3,301,46,19,0.97,0.38,22,right,forward,,,green,left,0.5,672.5,13,20
3,301,46,20,0.97,0.38,21,left,,,,green,left,0.5,673.0,13,20
3,301,46,21,0.97,0.38,20,forward,,,,green,left,0.5,673.5,13,20
3,301,46,22,0.97,0.38,19,right,,,,red,right,0.5,674.0,13,20
3,301,46,23,0.97,0.38,18,forward,,,,green,left,0.5,674.5,13,20
3,301,46,24,0.97,0.38,17,right,,,,green,left,0.5,675.0,13,20
3,301,46,25,0.97,0.38,16,right,,,,green,left,0.5,675.5,13,20
3,301,46,26,0.97,0.38,15,left,,,,green,left,0.5,676.0,13,20
3,301,46,27,0.97,0.38,14,forward,,,,red,right,0.5,676.5,13,20
3,301,46,28,0.97,0.38,13,left,,,,green,left,0.5,677.0,13,20
3,301,46,29,0.97,0.38,12,forward,,,,red,right,0.5,677.5,13,20
3,301,46,30,0.97,0.38,11,left,,,,red,right,0.5,678.0,13,20
3,301,46,31,0.97,0.38,10,right,,,,green,left,0.5,678.5,13,20
3,301,46,32,0.97,0.38,9,left,,forward,,green,left,0.5,679.0,13,20
3,301,46,33,0.97,0.38,8,forward,,,,red,right,0.5,679.5,13,20
3,301,46,34,0.97,0.38,7,left,,,,red,right,0.5,680.0,13,20
3,301,46,35,0.97,0.38,6,right,,,,green,left,0.5,680.5,13,20
3,301,46,36,0.97,0.38,5,left,,,,green,left,0.5,681.0,13,20
3,301,46,37,0.97,0.38,4,forward,,,,red,right,0.5,681.5,13,20
3,301,46,38,0.97,0.38,3,left,,,,red,right,0.5,682.0,13,20
3,301,46,39,0.97,0.38,2,right,,,,red,right,0.5,682.5,13,20
3,301,46,40,0.97,0.38,1,right,,,,green,left,0.5,683.0,13,20
3,301,46,41,0.97,0.38,0,right,,,,red,right,0.5,683.5,13,20
3,301,47,1,0.97,0.38,30,left,,,,green,left,0.5,684.0,13,20
3,301,47,2,0.97,0.38,29,forward,,,,green,left,0.5,684.5,13,20
3,301,47,3,0.97,0.38,28,right,,,,red,right,0.5,685.0,13,20
3,301,47,4,0.97,0.38,27,forward,,left,,green,left,0.5,685.5,13,20
3,301,47,5,0.97,0.38,26,right,,,,red,right,0.5,686.0,13,20
3,301,47,6,0.97,0.38,25,left,,,,green,left,10.5,696.5,14,20
3,301,48,1,0.97,0.38,30,right,,,,red,right,0.5,697.0,14,20
3,301,48,2,0.97,0.38,29,right,,,,red,right,0.5,697.5,14,20
3,301,48,3,0.97,0.38,28,forward,,,,green,left,0.5,698.0,14,20
3,301,48,4,0.97,0.38,27,right,,,,red,right,0.5,698.5,14,20
3,301,48,5,0.97,0.38,26,forward,,,,green,left,0.5,699.0,14,20
3,301,48,6,0.97,0.38,25,right,,,,green,left,0.5,699.5,14,20
3,301,48,7,0.97,0.38,24,right,,,,red,right,0.5,700.0,14,20
3,301,48,8,0.97,0.38,23,right,,,,red,right,0.5,700.5,14,20
3,301,48,9,0.97,0.38,22,forward,,,,green,left,0.5,701.0,14,20
3,301,48,10,0.97,0.38,21,right,,,,green,left,0.5,701.5,14,20
3,301,48,11,0.97,0.38,20,right,,,,green,left,0.5,702.0,14,20
3,301,48,12,0.97,0.38,19,left,,,,green,left,0.5,702.5,14,20
3,301,48,13,0.97,0.38,18,forward,,,,red,right,0.5,703.0,14,20
3,301,48,14,0.97,0.38,17,left,,,,green,left,0.5,703.5,14,20
3,301,48,15,0.97,0.38,16,forward,,,,red,right,0.5,704.0,14,20
3,301,48,16,0.97,0.38,15,left,,,,green,left,10.5,714.5,15,20
3,301,49,1,0.97,0.38,40,left,,,,red,right,0.5,715.0,15,20
3,301,49,2,0.97,0.38,39,right,,,,green,left,0.5,715.5,15,20
3,301,49,3,0.97,0.38,38,left,,,forward,red,left,-1,714.5,15,21
3,301,49,4,0.97,0.38,37,left,,,forward,red,left,-1,713.5,15,22
3,301,49,5,0.97,0.38,36,left,,,,green,left,0.5,714.0,15,22
3,301,49,6,0.97,0.38,35,forward,,,,green,left,0.5,714.5,15,22
3,301,49,7,0.97,0.38,34,right,,,,green,left,0.5,715.0,15,22
3,301,49,8,0.97,0.38,33,right,,,,red,right,0.5,715.5,15,22
3,301,49,9,0.97,0.38,32,right,,,,red,right,0.5,716.0,15,22
3,301,49,10,0.97,0.38,31,forward,forward,,,green,left,0.5,716.5,15,22
3,301,49,11,0.97,0.38,30,right,,,,green,left,0.5,717.0,15,22
3,301,49,12,0.97,0.38,29,right,,,,red,right,0.5,717.5,15,22
3,301,49,13,0.97,0.38,28,right,,,,green,left,0.5,718.0,15,22
3,301,49,14,0.97,0.38,27,forward,,,,green,left,0.5,718.5,15,22
3,301,49,15,0.97,0.38,26,right,,,,green,left,0.5,719.0,15,22
3,301,49,16,0.97,0.38,25,forward,,,,green,left,0.5,719.5,15,22
3,301,49,17,0.97,0.38,24,right,,,,red,right,0.5,720.0,15,22
3,301,49,18,0.97,0.38,23,forward,,,,red,right,0.5,720.5,15,22
3,301,49,19,0.97,0.38,22,left,,,,red,right,0.5,721.0,15,22
3,301,49,20,0.97,0.38,21,right,,,,green,left,0.5,721.5,15,22
3,301,49,21,0.97,0.38,20,left,,,,green,left,0.5,722.0,15,22
3,301,49,22,0.97,0.38,19,forward,,,,red,right,0.5,722.5,15,22
3,301,49,23,0.97,0.38,18,left,,,,red,right,0.5,723.0,15,22
3,301,49,24,0.97,0.38,17,right,,,,green,left,0.5,723.5,15,22
3,301,49,25,0.97,0.38,16,left,,,,red,right,0.5,724.0,15,22
3,301,49,26,0.97,0.38,15,forward,,,,green,left,0.5,724.5,15,22
3,301,49,27,0.97,0.38,14,right,,,,red,right,0.5,725.0,15,22
3,301,49,28,0.97,0.38,13,right,,,,green,left,10.5,735.5,16,22
3,301,50,1,0.97,0.38,25,right,,,,green,left,0.5,736.0,16,22
3,301,50,2,0.97,0.38,24,right,,,,green,left,0.5,736.5,16,22
3,301,50,3,0.97,0.38,23,left,,,,green,left,0.5,737.0,16,22
3,301,50,4,0.97,0.38,22,forward,,,,red,right,0.5,737.5,16,22
3,301,50,5,0.97,0.38,21,left,,,,red,right,0.5,738.0,16,22
3,301,50,6,0.97,0.38,20,right,,,,red,right,0.5,738.5,16,22
3,301,50,7,0.97,0.38,19,right,,,,red,right,0.5,739.0,16,22
3,301,50,8,0.97,0.38,18,forward,,,,green,left,0.5,739.5,16,22
3,301,50,9,0.97,0.38,17,right,,,,green,left,0.5,740.0,16,22
3,301,50,10,0.97,0.38,16,right,,,,red,right,0.5,740.5,16,22
3,301,50,11,0.97,0.38,15,right,,,,red,right,0.5,741.0,16,22
3,301,50,12,0.97,0.38,14,forward,,,,green,left,0.5,741.5,16,22
3,301,50,13,0.97,0.38,13,right,,,,green,left,0.5,742.0,16,22
3,301,50,14,0.97,0.38,12,right,,,,red,right,0.5,742.5,16,22
3,301,50,15,0.97,0.38,11,right,,,,green,left,0.5,743.0,16,22
3,301,50,16,0.97,0.38,10,right,,,,red,right,0.5,743.5,16,22
3,301,50,17,0.97,0.38,9,right,,,,green,left,0.5,744.0,16,22
3,301,50,18,0.97,0.38,8,right,,,,red,right,0.5,744.5,16,22
3,301,50,19,0.97,0.38,7,right,,,,red,right,0.5,745.0,16,22
3,301,50,20,0.97,0.38,6,forward,,,,red,right,0.5,745.5,16,22
3,301,50,21,0.97,0.38,5,left,,,,red,right,0.5,746.0,16,22
3,301,50,22,0.97,0.38,4,right,,,,green,left,0.5,746.5,16,22
3,301,50,23,0.97,0.38,3,left,,,,green,left,0.5,747.0,16,22
3,301,50,24,0.97,0.38,2,forward,,,,red,right,0.5,747.5,16,22
3,301,50,25,0.97,0.38,1,left,,,,green,left,0.5,748.0,16,22
3,301,50,26,0.97,0.38,0,forward,,,,green,left,0.5,748.5,16,22
3,301,51,1,0.97,0.38,30,right,,,,green,left,0.5,749.0,16,22
3,301,51,2,0.97,0.38,29,forward,,,,green,left,0.5,749.5,16,22
3,301,51,3,0.97,0.38,28,right,,,,red,right,0.5,750.0,16,22
3,301,51,4,0.97,0.38,27,forward,,,,red,right,0.5,750.5,16,22
3,301,51,5,0.97,0.38,26,left,,,,green,left,0.5,751.0,16,22
3,301,51,6,0.97,0.38,25,forward,,,,green,left,0.5,751.5,16,22
3,301,51,7,0.97,0.38,24,right,,,,red,right,0.5,752.0,16,22
3,301,51,8,0.97,0.38,23,forward,forward,,,green,left,0.5,752.5,16,22
3,301,51,9,0.97,0.38,22,right,,,,green,left,0.5,753.0,16,22
3,301,51,10,0.97,0.38,21,right,,,,green,left,0.5,753.5,16,22
3,301,51,11,0.97,0.38,20,left,,,,green,left,0.5,754.0,16,22
3,301,51,12,0.97,0.38,19,forward,,,,red,right,0.5,754.5,16,22
3,301,51,13,0.97,0.38,18,left,,,,green,left,0.5,755.0,16,22
3,301,51,14,0.97,0.38,17,forward,,,,red,right,0.5,755.5,16,22
3,301,51,15,0.97,0.38,16,left,,,,red,right,0.5,756.0,16,22
3,301,51,16,0.97,0.38,15,right,,,,green,left,0.5,756.5,16,22
3,301,51,17,0.97,0.38,14,left,,,,green,left,0.5,757.0,16,22
3,301,51,18,0.97,0.38,13,forward,,,,green,left,0.5,757.5,16,22
3,301,51,19,0.97,0.38,12,right,,,,green,left,0.5,758.0,16,22
3,301,51,20,0.97,0.38,11,right,,,,red,right,0.5,758.5,16,22
3,301,51,21,0.97,0.38,10,right,,,,green,left,0.5,759.0,16,22
3,301,51,22,0.97,0.38,9,right,,,,green,left,0.5,759.5,16,22
3,301,51,23,0.97,0.38,8,left,,,,red,right,0.5,760.0,16,22
3,301,51,24,0.97,0.38,7,right,,,,green,left,0.5,760.5,16,22
3,301,51,25,0.97,0.38,6,left,,,,green,left,0.5,761.0,16,22
3,301,51,26,0.97,0.38,5,forward,,,,green,left,0.5,761.5,16,22
3,301,51,27,0.97,0.38,4,right,,,,green,left,0.5,762.0,16,22
3,301,51,28,0.97,0.38,3,right,,,,red,right,0.5,762.5,16,22
3,301,51,29,0.97,0.38,2,right,,,,green,left,0.5,763.0,16,22
3,301,51,30,0.97,0.38,1,right,,,,red,right,0.5,763.5,16,22
3,301,51,31,0.97,0.38,0,right,,,,green,left,0.5,764.0,16,22
3,301,52,1,0.97,0.38,30,right,,,,green,left,0.5,764.5,16,22
3,301,52,2,0.97,0.38,29,left,,,,red,right,0.5,765.0,16,22
3,301,52,3,0.97,0.38,28,right,,,,red,right,0.5,765.5,16,22
3,301,52,4,0.97,0.38,27,right,,,,green,left,0.5,766.0,16,22
3,301,52,5,0.97,0.38,26,right,,,,green,left,0.5,766.5,16,22
3,301,52,6,0.97,0.38,25,left,,,,green,left,0.5,767.0,16,22
3,301,52,7,0.97,0.38,24,forward,,,,green,left,0.5,767.5,16,22
3,301,52,8,0.97,0.38,23,right,,,,red,right,0.5,768.0,16,22
3,301,52,9,0.97,0.38,22,forward,,,,green,left,0.5,768.5,16,22
3,301,52,10,0.97,0.38,21,right,,,,green,left,0.5,769.0,16,22
3,301,52,11,0.97,0.38,20,right,,,,green,left,0.5,769.5,16,22
3,301,52,12,0.97,0.38,19,left,,,,green,left,0.5,770.0,16,22
3,301,52,13,0.97,0.38,18,forward,,,,green,left,0.5,770.5,16,22
3,301,52,14,0.97,0.38,17,right,,,,red,right,0.5,771.0,16,22
3,301,52,15,0.97,0.38,16,forward,,,,green,left,0.5,771.5,16,22
3,301,52,16,0.97,0.38,15,right,,,,red,right,0.5,772.0,16,22
3,301,52,17,0.97,0.38,14,left,,,,green,left,0.5,772.5,16,22
3,301,52,18,0.97,0.38,13,forward,,,,red,right,0.5,773.0,16,22
3,301,52,19,0.97,0.38,12,right,,,,green,left,0.5,773.5,16,22
3,301,52,20,0.97,0.38,11,left,,,,red,right,0.5,774.0,16,22
3,301,52,21,0.97,0.38,10,right,,,,green,left,0.5,774.5,16,22
3,301,52,22,0.97,0.38,9,left,,,,green,left,0.5,775.0,16,22
3,301,52,23,0.97,0.38,8,forward,,,,red,right,0.5,775.5,16,22
3,301,52,24,0.97,0.38,7,left,,,,red,right,0.5,776.0,16,22
3,301,52,25,0.97,0.38,6,right,,,,green,left,0.5,776.5,16,22
3,301,52,26,0.97,0.38,5,left,,,,red,right,0.5,777.0,16,22
3,301,52,27,0.97,0.38,4,right,,,,red,right,0.5,777.5,16,22
3,301,52,28,0.97,0.38,3,right,,,,red,right,0.5,778.0,16,22
3,301,52,29,0.97,0.38,2,forward,,,,red,right,0.5,778.5,16,22
3,301,52,30,0.97,0.38,1,left,,,,red,right,0.5,779.0,16,22
3,301,52,31,0.97,0.38,0,right,,,,red,right,0.5,779.5,16,22
3,301,53,1,0.97,0.38,30,forward,,,,green,left,0.5,780.0,16,22
3,301,53,2,0.97,0.38,29,right,,,,green,left,0.5,780.5,16,22
3,301,53,3,0.97,0.38,28,right,,,,red,right,0.5,781.0,16,22
3,301,53,4,0.97,0.38,27,right,,,,red,right,0.5,781.5,16,22
3,301,53,5,0.97,0.38,26,forward,,,,red,right,0.5,782.0,16,22
3,301,53,6,0.97,0.38,25,left,,,,red,right,0.5,782.5,16,22
3,301,53,7,0.97,0.38,24,right,,,,red,right,0.5,783.0,16,22
3,301,53,8,0.97,0.38,23,right,,,,green,left,0.5,783.5,16,22
3,301,53,9,0.97,0.38,22,forward,,,,red,right,0.5,784.0,16,22
3,301,53,10,0.97,0.38,21,left,,,,red,right,0.5,784.5,16,22
3,301,53,11,0.97,0.38,20,forward,,,,green,left,0.5,785.0,16,22
3,301,53,12,0.97,0.38,19,right,,,,red,right,0.5,785.5,16,22
3,301,53,13,0.97,0.38,18,forward,,,,red,right,0.5,786.0,16,22
3,301,53,14,0.97,0.38,17,left,,,,red,right,0.5,786.5,16,22
3,301,53,15,0.97,0.38,16,right,,,,red,right,0.5,787.0,16,22
3,301,53,16,0.97,0.38,15,right,,,,red,right,0.5,787.5,16,22
3,301,53,17,0.97,0.38,14,forward,,,,green,left,0.5,788.0,16,22
3,301,53,18,0.97,0.38,13,right,,,,green,left,0.5,788.5,16,22
3,301,53,19,0.97,0.38,12,right,,,,red,right,0.5,789.0,16,22
3,301,53,20,0.97,0.38,11,right,,,,red,right,0.5,789.5,16,22
3,301,53,21,0.97,0.38,10,forward,,,,green,left,0.5,790.0,16,22
3,301,53,22,0.97,0.38,9,right,,,,red,right,0.5,790.5,16,22
3,301,53,23,0.97,0.38,8,forward,,,,red,right,0.5,791.0,16,22
3,301,53,24,0.97,0.38,7,left,,,,red,right,0.5,791.5,16,22
3,301,53,25,0.97,0.38,6,right,,,,green,left,0.5,792.0,16,22
3,301,53,26,0.97,0.38,5,left,,,,green,left,0.5,792.5,16,22
3,301,53,27,0.97,0.38,4,forward,,,,red,right,0.5,793.0,16,22
3,301,53,28,0.97,0.38,3,left,,,,green,left,0.5,793.5,16,22
3,301,53,29,0.97,0.38,2,forward,,,,green,left,0.5,794.0,16,22
3,301,53,30,0.97,0.38,1,right,,,,green,left,0.5,794.5,16,22
3,301,53,31,0.97,0.38,0,right,,,,green,left,0.5,795.0,16,22
3,301,54,1,0.97,0.38,40,right,,,,red,right,0.5,795.5,16,22
3,301,54,2,0.97,0.38,39,right,,,,green,left,0.5,796.0,16,22
3,301,54,3,0.97,0.38,38,left,,,left,red,right,0.5,796.5,16,22
3,301,54,4,0.97,0.38,37,right,,,,red,right,0.5,797.0,16,22
3,301,54,5,0.97,0.38,36,forward,,,,green,left,0.5,797.5,16,22
3,301,54,6,0.97,0.38,35,right,,forward,,green,left,0.5,798.0,16,22
3,301,54,7,0.97,0.38,34,right,,,,green,left,0.5,798.5,16,22
3,301,54,8,0.97,0.38,33,forward,,,,green,left,0.5,799.0,16,22
3,301,54,9,0.97,0.38,32,forward,,,,red,right,0.5,799.5,16,22
3,301,54,10,0.97,0.38,31,left,,,,red,right,0.5,800.0,16,22
3,301,54,11,0.97,0.38,30,left,,,,red,right,0.5,800.5,16,22
3,301,54,12,0.97,0.38,29,right,,,,red,right,0.5,801.0,16,22
3,301,54,13,0.97,0.38,28,forward,,,,red,right,0.5,801.5,16,22
3,301,54,14,0.97,0.38,27,left,,,,green,left,0.5,802.0,16,22
3,301,54,15,0.97,0.38,26,forward,,,,green,left,0.5,802.5,16,22
3,301,54,16,0.97,0.38,25,right,,,,red,right,0.5,803.0,16,22
3,301,54,17,0.97,0.38,24,forward,,,,green,left,0.5,803.5,16,22
3,301,54,18,0.97,0.38,23,right,,,,red,right,0.5,804.0,16,22
3,301,54,19,0.97,0.38,22,forward,,,,red,right,0.5,804.5,16,22
3,301,54,20,0.97,0.38,21,left,,,,red,right,0.5,805.0,16,22
3,301,54,21,0.97,0.38,20,right,,,,red,right,0.5,805.5,16,22
3,301,54,22,0.97,0.38,19,right,,,,green,left,0.5,806.0,16,22
3,301,54,23,0.97,0.38,18,right,,,,green,left,0.5,806.5,16,22
3,301,54,24,0.97,0.38,17,left,,,,green,left,0.5,807.0,16,22
3,301,54,25,0.97,0.38,16,forward,,,,green,left,0.5,807.5,16,22
3,301,54,26,0.97,0.38,15,right,,,,red,right,0.5,808.0,16,22
3,301,54,27,0.97,0.38,14,forward,,,,red,right,0.5,808.5,16,22
3,301,54,28,0.97,0.38,13,left,,,,red,right,0.5,809.0,16,22
3,301,54,29,0.97,0.38,12,right,,,,red,right,0.5,809.5,16,22
3,301,54,30,0.97,0.38,11,right,,,,green,left,0.5,810.0,16,22
3,301,54,31,0.97,0.38,10,right,,,,green,left,0.5,810.5,16,22
3,301,54,32,0.97,0.38,9,left,,,,green,left,0.5,811.0,16,22
3,301,54,33,0.97,0.38,8,forward,,,,green,left,0.5,811.5,16,22
3,301,54,34,0.97,0.38,7,right,,,,red,right,0.5,812.0,16,22
3,301,54,35,0.97,0.38,6,forward,left,,,green,left,0.5,812.5,16,22
3,301,54,36,0.97,0.38,5,right,,,,red,right,0.5,813.0,16,22
3,301,54,37,0.97,0.38,4,forward,,,,red,right,0.5,813.5,16,22
3,301,54,38,0.97,0.38,3,left,,forward,,green,left,0.5,814.0,16,22
3,301,54,39,0.97,0.38,2,forward,,,,red,right,0.5,814.5,16,22
3,301,54,40,0.97,0.38,1,left,,,,green,left,0.5,815.0,16,22
3,301,54,41,0.97,0.38,0,forward,,,,red,right,0.5,815.5,16,22
3,301,55,1,0.97,0.38,20,forward,,,,green,left,0.5,816.0,16,22
3,301,55,2,0.97,0.38,19,right,,,,green,left,0.5,816.5,16,22
3,301,55,3,0.97,0.38,18,forward,,,,red,right,0.5,817.0,16,22
3,301,55,4,0.97,0.38,17,left,,,,green,left,0.5,817.5,16,22
3,301,55,5,0.97,0.38,16,forward,,,,red,right,0.5,818.0,16,22
3,301,55,6,0.97,0.38,15,left,,,,green,left,0.5,818.5,16,22
3,301,55,7,0.97,0.38,14,forward,,,,green,left,0.5,819.0,16,22
3,301,55,8,0.97,0.38,13,right,,,,red,right,0.5,819.5,16,22
3,301,55,9,0.97,0.38,12,left,,,,green,left,0.5,820.0,16,22
3,301,55,10,0.97,0.38,11,forward,,,,red,right,0.5,820.5,16,22
3,301,55,11,0.97,0.38,10,right,,,,red,right,0.5,821.0,16,22
3,301,55,12,0.97,0.38,9,right,,,,green,left,0.5,821.5,16,22
3,301,55,13,0.97,0.38,8,right,,,,red,right,0.5,822.0,16,22
3,301,55,14,0.97,0.38,7,right,,,,green,left,0.5,822.5,16,22
3,301,55,15,0.97,0.38,6,right,,,,red,right,0.5,823.0,16,22
3,301,55,16,0.97,0.38,5,right,,,,green,left,0.5,823.5,16,22
3,301,55,17,0.97,0.38,4,right,,,,red,right,0.5,824.0,16,22
3,301,55,18,0.97,0.38,3,right,,,,green,left,0.5,824.5,16,22
3,301,55,19,0.97,0.38,2,forward,,,,red,right,0.5,825.0,16,22
3,301,55,20,0.97,0.38,1,left,,,,green,left,0.5,825.5,16,22
3,301,55,21,0.97,0.38,0,forward,,,,red,right,0.5,826.0,16,22
3,301,56,1,0.97,0.38,45,right,,,,green,left,0.5,826.5,16,22
3,301,56,2,0.97,0.38,44,forward,,,,green,left,0.5,827.0,16,22
3,301,56,3,0.97,0.38,43,right,,,,green,left,0.5,827.5,16,22
3,301,56,4,0.97,0.38,42,forward,,,,red,right,0.5,828.0,16,22
3,301,56,5,0.97,0.38,41,left,,,,green,left,0.5,828.5,16,22
3,301,56,6,0.97,0.38,40,forward,,,,green,left,0.5,829.0,16,22
3,301,56,7,0.97,0.38,39,right,,,,red,right,0.5,829.5,16,22
3,301,56,8,0.97,0.38,38,forward,,,,green,left,0.5,830.0,16,22
3,301,56,9,0.97,0.38,37,right,,,,green,left,0.5,830.5,16,22
3,301,56,10,0.97,0.38,36,right,,,,red,right,0.5,831.0,16,22
3,301,56,11,0.97,0.38,35,right,,,,red,right,0.5,831.5,16,22
3,301,56,12,0.97,0.38,34,forward,,,,red,right,0.5,832.0,16,22
3,301,56,13,0.97,0.38,33,left,,,,red,right,0.5,832.5,16,22
3,301,56,14,0.97,0.38,32,right,forward,,,green,left,0.5,833.0,16,22
3,301,56,15,0.97,0.38,31,left,,,,green,left,0.5,833.5,16,22
3,301,56,16,0.97,0.38,30,forward,,,,green,left,0.5,834.0,16,22
3,301,56,17,0.97,0.38,29,right,,,,green,left,0.5,834.5,16,22
3,301,56,18,0.97,0.38,28,right,,,,red,right,0.5,835.0,16,22
