Stage,Session,Trial,Step,Alpha,Gamma,Deadline,NextWay,Left,Right,Oncoming,Light,Action,Reward,TotRewd,TotPass,TotFail
3,301,17,5,0.97,0.38,51,right,,,,red,right,0.5,212.5,5,10
3,301,17,6,0.97,0.38,50,right,,,,green,left,0.5,213.0,5,10
3,301,17,7,0.97,0.38,49,left,,,,red,right,0.5,213.5,5,10
3,301,17,8,0.97,0.38,48,right,,,,green,left,0.5,214.0,5,10
3,301,17,9,0.97,0.38,47,right,,,,red,right,0.5,214.5,5,10
3,301,17,10,0.97,0.38,46,right,,,,green,left,0.5,215.0,5,10
3,301,17,11,0.97,0.38,45,right,,,forward,red,left,-1,214.0,5,11
3,301,17,12,0.97,0.38,44,right,,,forward,red,left,-1,213.0,5,12
3,301,17,13,0.97,0.38,43,right,,,,green,left,0.5,213.5,5,12
3,301,17,14,0.97,0.38,42,left,,,,green,left,0.5,214.0,5,12
3,301,17,15,0.97,0.38,41,forward,,,,red,right,0.5,214.5,5,12
3,301,17,16,0.97,0.38,40,left,,,,red,right,0.5,215.0,5,12
3,301,17,17,0.97,0.38,39,right,,,,red,right,0.5,215.5,5,12
3,301,17,18,0.97,0.38,38,right,,,,red,right,0.5,216.0,5,12
3,301,17,19,0.97,0.38,37,forward,,,,red,right,0.5,216.5,5,12
3,301,17,20,0.97,0.38,36,left,,,,red,right,0.5,217.0,5,12
3,301,17,21,0.97,0.38,35,right,,,,green,left,0.5,217.5,5,12
3,301,17,22,0.97,0.38,34,left,,,,green,left,0.5,218.0,5,12
3,301,17,23,0.97,0.38,33,forward,,,,green,left,0.5,218.5,5,12
3,301,17,24,0.97,0.38,32,right,,,,green,left,0.5,219.0,5,12
3,301,17,25,0.97,0.38,31,right,,,,red,right,0.5,219.5,5,12
3,301,17,26,0.97,0.38,30,right,,,,red,right,0.5,220.0,5,12
3,301,17,27,0.97,0.38,29,forward,,,,red,right,0.5,220.5,5,12
3,301,17,28,0.97,0.38,28,left,,,,red,right,0.5,221.0,5,12
3,301,17,29,0.97,0.38,27,right,,,,green,left,0.5,221.5,5,12
3,301,17,30,0.97,0.38,26,left,,,,green,left,0.5,222.0,5,12
3,301,17,31,0.97,0.38,25,forward,,,,green,left,0.5,222.5,5,12
3,301,17,32,0.97,0.38,24,right,,,left,green,left,0.5,223.0,5,12
3,301,17,33,0.97,0.38,23,right,,,,red,right,0.5,223.5,5,12
3,301,17,34,0.97,0.38,22,right,,,,green,left,0.5,224.0,5,12
3,301,17,35,0.97,0.38,21,right,,,,green,left,0.5,224.5,5,12
3,301,17,36,0.97,0.38,20,left,,,,green,left,0.5,225.0,5,12
3,301,17,37,0.97,0.38,19,forward,,,,green,left,0.5,225.5,5,12
3,301,17,38,0.97,0.38,18,right,,,,red,right,0.5,226.0,5,12
3,301,17,39,0.97,0.38,17,forward,,,,red,right,0.5,226.5,5,12
3,301,17,40,0.97,0.38,16,left,,,,red,right,0.5,227.0,5,12
3,301,17,41,0.97,0.38,15,right,,,,red,right,0.5,227.5,5,12
3,301,17,42,0.97,0.38,14,right,,,,green,left,0.5,228.0,5,12
3,301,17,43,0.97,0.38,13,right,,,,red,right,0.5,228.5,5,12
3,301,17,44,0.97,0.38,12,right,,left,,green,left,0.5,229.0,5,12
3,301,17,45,0.97,0.38,11,right,,,,green,left,0.5,229.5,5,12
3,301,17,46,0.97,0.38,10,left,,,,red,right,0.5,230.0,5,12
3,301,17,47,0.97,0.38,9,right,,,,red,right,0.5,230.5,5,12
3,301,17,48,0.97,0.38,8,right,,,,red,right,0.5,231.0,5,12
3,301,17,49,0.97,0.38,7,forward,,,,red,right,0.5,231.5,5,12
3,301,17,50,0.97,0.38,6,left,,,,green,left,0.5,232.0,5,12
3,301,17,51,0.97,0.38,5,forward,,,,red,right,0.5,232.5,5,12
3,301,17,52,0.97,0.38,4,left,,,,red,right,0.5,233.0,5,12
3,301,17,53,0.97,0.38,3,right,,,,green,left,0.5,233.5,5,12
3,301,17,54,0.97,0.38,2,left,,,,green,left,0.5,234.0,5,12
3,301,17,55,0.97,0.38,1,forward,,,,green,left,0.5,234.5,5,12
3,301,17,56,0.97,0.38,0,right,,,,green,left,0.5,235.0,5,12
3,301,18,1,0.97,0.38,20,right,,,,red,right,0.5,235.5,5,12
3,301,18,2,0.97,0.38,19,right,,,,green,left,0.5,236.0,5,12
3,301,18,3,0.97,0.38,18,right,,,,red,right,0.5,236.5,5,12
3,301,18,4,0.97,0.38,17,right,,,,red,right,0.5,237.0,5,12
3,301,18,5,0.97,0.38,16,forward,,,,green,left,0.5,237.5,5,12
3,301,18,6,0.97,0.38,15,right,,,,green,left,0.5,238.0,5,12
3,301,18,7,0.97,0.38,14,right,,,,red,right,0.5,238.5,5,12
3,301,18,8,0.97,0.38,13,right,,,,green,left,0.5,239.0,5,12
3,301,18,9,0.97,0.38,12,right,,,,green,left,0.5,239.5,5,12
3,301,18,10,0.97,0.38,11,left,,,,green,left,0.5,240.0,5,12
3,301,18,11,0.97,0.38,10,forward,,,,green,left,0.5,240.5,5,12
3,301,18,12,0.97,0.38,9,right,,,,red,right,0.5,241.0,5,12
3,301,18,13,0.97,0.38,8,forward,,,,red,right,0.5,241.5,5,12
3,301,18,14,0.97,0.38,7,left,,,,red,right,0.5,242.0,5,12
3,301,18,15,0.97,0.38,6,right,,,,red,right,0.5,242.5,5,12
3,301,18,16,0.97,0.38,5,right,,,,green,left,0.5,243.0,5,12
3,301,18,17,0.97,0.38,4,right,,,,green,left,0.5,243.5,5,12
3,301,18,18,0.97,0.38,3,left,,,,green,left,0.5,244.0,5,12
3,301,18,19,0.97,0.38,2,forward,,,,green,left,0.5,244.5,5,12
3,301,18,20,0.97,0.38,1,right,,,,red,right,0.5,245.0,5,12
3,301,18,21,0.97,0.38,0,forward,,,,red,right,0.5,245.5,5,12
3,301,19,1,0.97,0.38,35,forward,,,,red,right,0.5,246.0,5,12
3,301,19,2,0.97,0.38,34,left,,,,red,right,0.5,246.5,5,12
3,301,19,3,0.97,0.38,33,right,,,,green,left,0.5,247.0,5,12
3,301,19,4,0.97,0.38,32,left,,,,red,right,0.5,247.5,5,12
3,301,19,5,0.97,0.38,31,forward,,,,green,left,0.5,248.0,5,12
3,301,19,6,0.97,0.38,30,right,,,,red,right,0.5,248.5,5,12
3,301,19,7,0.97,0.38,29,forward,,,,red,right,0.5,249.0,5,12
3,301,19,8,0.97,0.38,28,left,,,,green,left,0.5,249.5,5,12
3,301,19,9,0.97,0.38,27,forward,,,,red,right,0.5,250.0,5,12
3,301,19,10,0.97,0.38,26,left,,,,green,left,0.5,250.5,5,12
3,301,19,11,0.97,0.38,25,left,,right,,green,left,0.5,251.0,5,12
3,301,19,12,0.97,0.38,24,forward,,,,red,right,0.5,251.5,5,12
3,301,19,13,0.97,0.38,23,right,,,,red,right,0.5,252.0,5,12
3,301,19,14,0.97,0.38,22,right,,,,red,right,0.5,252.5,5,12
3,301,19,15,0.97,0.38,21,right,,,,green,left,0.5,253.0,5,12
3,301,19,16,0.97,0.38,20,right,,,,red,right,0.5,253.5,5,12
3,301,19,17,0.97,0.38,19,right,,,,red,right,0.5,254.0,5,12
3,301,19,18,0.97,0.38,18,right,,,,green,left,0.5,254.5,5,12
3,301,19,19,0.97,0.38,17,right,,,,green,left,0.5,255.0,5,12
3,301,19,20,0.97,0.38,16,left,,,left,red,left,-1,254.0,5,13
3,301,19,21,0.97,0.38,15,left,,,,green,left,0.5,254.5,5,13
3,301,19,22,0.97,0.38,14,forward,,,,green,left,0.5,255.0,5,13
3,301,19,23,0.97,0.38,13,right,,,,red,right,0.5,255.5,5,13
3,301,19,24,0.97,0.38,12,left,,,,green,left,0.5,256.0,5,13
3,301,19,25,0.97,0.38,11,forward,,,,green,left,0.5,256.5,5,13
3,301,19,26,0.97,0.38,10,right,,,,red,right,0.5,257.0,5,13
3,301,19,27,0.97,0.38,9,right,,,,green,left,0.5,257.5,5,13
3,301,19,28,0.97,0.38,8,right,,,,red,right,0.5,258.0,5,13
3,301,19,29,0.97,0.38,7,right,,,,red,right,0.5,258.5,5,13
3,301,19,30,0.97,0.38,6,forward,,,,red,right,0.5,259.0,5,13
3,301,19,31,0.97,0.38,5,left,,,,red,right,0.5,259.5,5,13
3,301,19,32,0.97,0.38,4,right,,,,green,left,0.5,260.0,5,13
3,301,19,33,0.97,0.38,3,left,,,,green,left,0.5,260.5,5,13
3,301,19,34,0.97,0.38,2,forward,,,,green,left,0.5,261.0,5,13
3,301,19,35,0.97,0.38,1,right,,,,green,left,0.5,261.5,5,13
3,301,19,36,0.97,0.38,0,right,,,,red,right,0.5,262.0,5,13
3,301,20,1,0.97,0.38,25,forward,,,,red,right,0.5,262.5,5,13
3,301,20,2,0.97,0.38,24,left,,,,green,left,0.5,263.0,5,13
3,301,20,3,0.97,0.38,23,forward,,,,red,right,0.5,263.5,5,13
3,301,20,4,0.97,0.38,22,left,,,,red,right,0.5,264.0,5,13
3,301,20,5,0.97,0.38,21,right,,,,red,right,0.5,264.5,5,13
3,301,20,6,0.97,0.38,20,right,,,,red,right,0.5,265.0,5,13
3,301,20,7,0.97,0.38,19,forward,,,,green,left,0.5,265.5,5,13
3,301,20,8,0.97,0.38,18,right,,,,green,left,0.5,266.0,5,13
3,301,20,9,0.97,0.38,17,right,,,,red,right,0.5,266.5,5,13
3,301,20,10,0.97,0.38,16,right,,,,green,left,0.5,267.0,5,13
3,301,20,11,0.97,0.38,15,right,,,,green,left,0.5,267.5,5,13
3,301,20,12,0.97,0.38,14,left,,,,red,right,0.5,268.0,5,13
3,301,20,13,0.97,0.38,13,right,,,,green,left,0.5,268.5,5,13
3,301,20,14,0.97,0.38,12,left,,,,red,right,0.5,269.0,5,13
3,301,20,15,0.97,0.38,11,left,,,,green,left,0.5,269.5,5,13
3,301,20,16,0.97,0.38,10,forward,,,,green,left,0.5,270.0,5,13
3,301,20,17,0.97,0.38,9,forward,,,,red,right,0.5,270.5,5,13
3,301,20,18,0.97,0.38,8,left,,,,green,left,0.5,271.0,5,13
3,301,20,19,0.97,0.38,7,forward,,,,green,left,0.5,271.5,5,13
3,301,20,20,0.97,0.38,6,right,,,,green,left,0.5,272.0,5,13
3,301,20,21,0.97,0.38,5,right,,,,green,left,0.5,272.5,5,13
3,301,20,22,0.97,0.38,4,left,,,,green,left,0.5,273.0,5,13
3,301,20,23,0.97,0.38,3,forward,,,,red,right,0.5,273.5,5,13
3,301,20,24,0.97,0.38,2,left,,,,green,left,0.5,274.0,5,13
3,301,20,25,0.97,0.38,1,forward,,,,red,right,0.5,274.5,5,13
3,301,20,26,0.97,0.38,0,left,,,,green,left,0.5,275.0,5,13
3,301,21,1,0.97,0.38,25,forward,,,,green,left,0.5,275.5,5,13
3,301,21,2,0.97,0.38,24,right,,,,red,right,0.5,276.0,5,13
3,301,21,3,0.97,0.38,23,forward,,,,red,right,0.5,276.5,5,13
3,301,21,4,0.97,0.38,22,left,,,,red,right,0.5,277.0,5,13
3,301,21,5,0.97,0.38,21,right,,,,red,right,0.5,277.5,5,13
3,301,21,6,0.97,0.38,20,right,,,,green,left,0.5,278.0,5,13
3,301,21,7,0.97,0.38,19,right,,,,green,left,0.5,278.5,5,13
3,301,21,8,0.97,0.38,18,left,,,,red,right,0.5,279.0,5,13
3,301,21,9,0.97,0.38,17,right,,,,green,left,0.5,279.5,5,13
3,301,21,10,0.97,0.38,16,left,,,,red,right,0.5,280.0,5,13
3,301,21,11,0.97,0.38,15,right,,,,red,right,0.5,280.5,5,13
3,301,21,12,0.97,0.38,14,right,,,,red,right,0.5,281.0,5,13
3,301,21,13,0.97,0.38,13,forward,,,,red,right,0.5,281.5,5,13
3,301,21,14,0.97,0.38,12,left,,,,green,left,0.5,282.0,5,13
3,301,21,15,0.97,0.38,11,forward,,,,red,right,0.5,282.5,5,13
3,301,21,16,0.97,0.38,10,left,right,,,red,left,-1,281.5,5,14
3,301,21,17,0.97,0.38,9,left,,,,red,right,0.5,282.0,5,14
3,301,21,18,0.97,0.38,8,right,,,,green,left,0.5,282.5,5,14
3,301,21,19,0.97,0.38,7,left,,,,green,left,0.5,283.0,5,14
3,301,21,20,0.97,0.38,6,forward,,,,green,left,0.5,283.5,5,14
3,301,21,21,0.97,0.38,5,right,,,,green,left,0.5,284.0,5,14
3,301,21,22,0.97,0.38,4,right,,,,green,left,0.5,284.5,5,14
3,301,21,23,0.97,0.38,3,left,,,,red,right,0.5,285.0,5,14
3,301,21,24,0.97,0.38,2,right,,,,red,right,0.5,285.5,5,14
3,301,21,25,0.97,0.38,1,right,,,,red,right,0.5,286.0,5,14
3,301,21,26,0.97,0.38,0,forward,,,,red,right,0.5,286.5,5,14
3,301,22,1,0.97,0.38,25,right,,,,red,right,0.5,287.0,5,14
3,301,22,2,0.97,0.38,24,right,,,,green,left,0.5,287.5,5,14
3,301,22,3,0.97,0.38,23,right,,,,green,left,0.5,288.0,5,14
3,301,22,4,0.97,0.38,22,left,,,,green,left,0.5,288.5,5,14
3,301,22,5,0.97,0.38,21,forward,,,,green,left,0.5,289.0,5,14
3,301,22,6,0.97,0.38,20,right,,,,red,right,0.5,289.5,5,14
3,301,22,7,0.97,0.38,19,forward,,,,red,right,0.5,290.0,5,14
3,301,22,8,0.97,0.38,18,left,,,,red,right,0.5,290.5,5,14
3,301,22,9,0.97,0.38,17,right,,,,red,right,0.5,291.0,5,14
3,301,22,10,0.97,0.38,16,right,,,,green,left,0.5,291.5,5,14
3,301,22,11,0.97,0.38,15,right,,,,green,left,0.5,292.0,5,14
3,301,22,12,0.97,0.38,14,left,,,,green,left,0.5,292.5,5,14
3,301,22,13,0.97,0.38,13,forward,,,,green,left,0.5,293.0,5,14
3,301,22,14,0.97,0.38,12,right,,,,red,right,0.5,293.5,5,14
3,301,22,15,0.97,0.38,11,forward,,,,green,left,0.5,294.0,5,14
3,301,22,16,0.97,0.38,10,right,,,,red,right,0.5,294.5,5,14
3,301,22,17,0.97,0.38,9,forward,,,,red,right,0.5,295.0,5,14
3,301,22,18,0.97,0.38,8,left,,,,green,left,0.5,295.5,5,14
3,301,22,19,0.97,0.38,7,left,,,,red,right,0.5,296.0,5,14
3,301,22,20,0.97,0.38,6,forward,,,,green,left,0.5,296.5,5,14
3,301,22,21,0.97,0.38,5,right,,left,,red,left,-1,295.5,5,15
3,301,22,22,0.97,0.38,4,right,,,,red,right,0.5,296.0,5,15
3,301,22,23,0.97,0.38,3,right,,,,green,left,0.5,296.5,5,15
3,301,22,24,0.97,0.38,2,right,,,,red,right,0.5,297.0,5,15
3,301,22,25,0.97,0.38,1,right,,,,red,right,0.5,297.5,5,15
3,301,22,26,0.97,0.38,0,forward,,,,red,right,0.5,298.0,5,15
3,301,23,1,0.97,0.38,20,right,,,,red,right,0.5,298.5,5,15
3,301,23,2,0.97,0.38,19,right,,,,red,right,0.5,299.0,5,15
3,301,23,3,0.97,0.38,18,forward,,,,green,left,0.5,299.5,5,15
3,301,23,4,0.97,0.38,17,right,,,,red,right,0.5,300.0,5,15
3,301,23,5,0.97,0.38,16,right,,,,green,left,0.5,300.5,5,15
3,301,23,6,0.97,0.38,15,right,,,,red,right,0.5,301.0,5,15
3,301,23,7,0.97,0.38,14,right,,,,green,left,0.5,301.5,5,15
3,301,23,8,0.97,0.38,13,left,,,,green,left,10.5,312.0,6,15
3,301,24,1,0.97,0.38,30,right,,,,green,left,0.5,312.5,6,15
3,301,24,2,0.97,0.38,29,left,,,,red,right,0.5,313.0,6,15
3,301,24,3,0.97,0.38,28,right,,,,green,left,0.5,313.5,6,15
3,301,24,4,0.97,0.38,27,left,,,,green,left,0.5,314.0,6,15
3,301,24,5,0.97,0.38,26,forward,,,,red,right,0.5,314.5,6,15
3,301,24,6,0.97,0.38,25,left,,,,red,right,0.5,315.0,6,15
3,301,24,7,0.97,0.38,24,right,,,,red,right,0.5,315.5,6,15
3,301,24,8,0.97,0.38,23,right,,,,red,right,0.5,316.0,6,15
3,301,24,9,0.97,0.38,22,forward,,,,green,left,0.5,316.5,6,15
3,301,24,10,0.97,0.38,21,right,,,,red,right,0.5,317.0,6,15
3,301,24,11,0.97,0.38,20,forward,,,,green,left,0.5,317.5,6,15
3,301,24,12,0.97,0.38,19,right,,,,green,left,0.5,318.0,6,15
3,301,24,13,0.97,0.38,18,right,,,,red,right,0.5,318.5,6,15
3,301,24,14,0.97,0.38,17,right,,,,green,left,0.5,319.0,6,15
3,301,24,15,0.97,0.38,16,right,,,,green,left,0.5,319.5,6,15
3,301,24,16,0.97,0.38,15,left,,,,green,left,0.5,320.0,6,15
3,301,24,17,0.97,0.38,14,forward,,,,green,left,0.5,320.5,6,15
3,301,24,18,0.97,0.38,13,right,,,,red,right,0.5,321.0,6,15
3,301,24,19,0.97,0.38,12,forward,,,,green,left,0.5,321.5,6,15
3,301,24,20,0.97,0.38,11,right,,,,green,left,0.5,322.0,6,15
3,301,24,21,0.97,0.38,10,right,,,,red,right,0.5,322.5,6,15
3,301,24,22,0.97,0.38,9,right,,,,red,right,0.5,323.0,6,15
3,301,24,23,0.97,0.38,8,forward,,,,green,left,0.5,323.5,6,15
3,301,24,24,0.97,0.38,7,right,,,,green,left,0.5,324.0,6,15
3,301,24,25,0.97,0.38,6,right,,,,green,left,0.5,324.5,6,15
3,301,24,26,0.97,0.38,5,left,,,,green,left,0.5,325.0,6,15
3,301,24,27,0.97,0.38,4,forward,,,,red,right,0.5,325.5,6,15
3,301,24,28,0.97,0.38,3,left,,,,green,left,0.5,326.0,6,15
3,301,24,29,0.97,0.38,2,forward,,,,red,right,0.5,326.5,6,15
3,301,24,30,0.97,0.38,1,left,,,,green,left,0.5,327.0,6,15
3,301,24,31,0.97,0.38,0,forward,,,,green,left,0.5,327.5,6,15
3,301,25,1,0.97,0.38,30,forward,,,,red,right,0.5,328.0,6,15
3,301,25,2,0.97,0.38,29,left,,,left,green,left,0.5,328.5,6,15
3,301,25,3,0.97,0.38,28,forward,,,,red,right,0.5,329.0,6,15
3,301,25,4,0.97,0.38,27,left,,,,red,right,0.5,329.5,6,15
3,301,25,5,0.97,0.38,26,right,,,,red,right,0.5,330.0,6,15
3,301,25,6,0.97,0.38,25,right,,,,red,right,0.5,330.5,6,15
3,301,25,7,0.97,0.38,24,forward,,,,green,left,0.5,331.0,6,15
3,301,25,8,0.97,0.38,23,right,,,,red,right,0.5,331.5,6,15
3,301,25,9,0.97,0.38,22,forward,,,,red,right,0.5,332.0,6,15
3,301,25,10,0.97,0.38,21,left,,,,green,left,0.5,332.5,6,15
3,301,25,11,0.97,0.38,20,right,,,,red,right,0.5,333.0,6,15
3,301,25,12,0.97,0.38,19,forward,,,,green,left,0.5,333.5,6,15
3,301,25,13,0.97,0.38,18,right,,,,red,right,0.5,334.0,6,15
3,301,25,14,0.97,0.38,17,right,,,,red,right,10.5,344.5,7,15
3,301,26,1,0.97,0.38,55,right,,,,red,right,0.5,345.0,7,15
3,301,26,2,0.97,0.38,54,right,,,,red,right,0.5,345.5,7,15
3,301,26,3,0.97,0.38,53,forward,,,,red,right,0.5,346.0,7,15
3,301,26,4,0.97,0.38,52,left,,,,red,right,0.5,346.5,7,15
3,301,26,5,0.97,0.38,51,right,,,,green,left,0.5,347.0,7,15
3,301,26,6,0.97,0.38,50,left,,,,red,right,0.5,347.5,7,15
3,301,26,7,0.97,0.38,49,forward,,,,red,right,0.5,348.0,7,15
3,301,26,8,0.97,0.38,48,left,,,,green,left,0.5,348.5,7,15
3,301,26,9,0.97,0.38,47,left,,,,red,right,10.5,359.0,8,15
3,301,27,1,0.97,0.38,30,right,,,,red,right,0.5,359.5,8,15
3,301,27,2,0.97,0.38,29,forward,,,,green,left,0.5,360.0,8,15
3,301,27,3,0.97,0.38,28,right,,,,red,right,0.5,360.5,8,15
3,301,27,4,0.97,0.38,27,forward,,,,green,left,0.5,361.0,8,15
3,301,27,5,0.97,0.38,26,right,,,,green,left,0.5,361.5,8,15
3,301,27,6,0.97,0.38,25,right,,,,red,right,0.5,362.0,8,15
3,301,27,7,0.97,0.38,24,right,,,,red,right,0.5,362.5,8,15
3,301,27,8,0.97,0.38,23,forward,,,,red,right,0.5,363.0,8,15
3,301,27,9,0.97,0.38,22,left,,,,red,right,0.5,363.5,8,15
3,301,27,10,0.97,0.38,21,right,,,,green,left,0.5,364.0,8,15
3,301,27,11,0.97,0.38,20,left,,,,red,right,0.5,364.5,8,15
3,301,27,12,0.97,0.38,19,right,,right,,green,left,0.5,365.0,8,15
3,301,27,13,0.97,0.38,18,left,,,,red,right,0.5,365.5,8,15
3,301,27,14,0.97,0.38,17,forward,,,,green,left,0.5,366.0,8,15
3,301,27,15,0.97,0.38,16,right,,,,red,right,0.5,366.5,8,15
3,301,27,16,0.97,0.38,15,forward,,,,red,right,0.5,367.0,8,15
3,301,27,17,0.97,0.38,14,left,,,,green,left,0.5,367.5,8,15
3,301,27,18,0.97,0.38,13,right,,,,red,right,10.5,378.0,9,15
3,301,28,1,0.97,0.38,35,forward,,,,red,right,0.5,378.5,9,15
3,301,28,2,0.97,0.38,34,left,,,,red,right,0.5,379.0,9,15
3,301,28,3,0.97,0.38,33,right,,,,red,right,0.5,379.5,9,15
3,301,28,4,0.97,0.38,32,right,,,,red,right,0.5,380.0,9,15
3,301,28,5,0.97,0.38,31,forward,,,,red,right,0.5,380.5,9,15
3,301,28,6,0.97,0.38,30,left,,,left,green,left,0.5,381.0,9,15
3,301,28,7,0.97,0.38,29,forward,,,,green,left,0.5,381.5,9,15
3,301,28,8,0.97,0.38,28,right,,,,green,left,0.5,382.0,9,15
3,301,28,9,0.97,0.38,27,right,,,,green,left,0.5,382.5,9,15
3,301,28,10,0.97,0.38,26,left,,,,green,left,0.5,383.0,9,15
3,301,28,11,0.97,0.38,25,forward,,,,red,right,0.5,383.5,9,15
3,301,28,12,0.97,0.38,24,left,,,,red,right,0.5,384.0,9,15
3,301,28,13,0.97,0.38,23,right,,,,red,right,0.5,384.5,9,15
3,301,28,14,0.97,0.38,22,right,,,,red,right,0.5,385.0,9,15
3,301,28,15,0.97,0.38,21,forward,,,,green,left,0.5,385.5,9,15
3,301,28,16,0.97,0.38,20,right,,,,green,left,0.5,386.0,9,15
3,301,28,17,0.97,0.38,19,right,,,,green,left,0.5,386.5,9,15
3,301,28,18,0.97,0.38,18,left,,,,green,left,0.5,387.0,9,15
3,301,28,19,0.97,0.38,17,forward,,,,red,right,0.5,387.5,9,15
3,301,28,20,0.97,0.38,16,left,,,,red,right,0.5,388.0,9,15
3,301,28,21,0.97,0.38,15,right,,,,red,right,0.5,388.5,9,15
3,301,28,22,0.97,0.38,14,right,,,,red,right,0.5,389.0,9,15
3,301,28,23,0.97,0.38,13,forward,,,,green,left,0.5,389.5,9,15
3,301,28,24,0.97,0.38,12,right,,,,green,left,0.5,390.0,9,15
3,301,28,25,0.97,0.38,11,right,,,,red,right,0.5,390.5,9,15
3,301,28,26,0.97,0.38,10,right,,,,green,left,0.5,391.0,9,15
3,301,28,27,0.97,0.38,9,right,,,,red,right,0.5,391.5,9,15
3,301,28,28,0.97,0.38,8,right,,,,green,left,0.5,392.0,9,15
3,301,28,29,0.97,0.38,7,forward,,,,green,left,0.5,392.5,9,15
3,301,28,30,0.97,0.38,6,right,,,,green,left,0.5,393.0,9,15
3,301,28,31,0.97,0.38,5,forward,,,,green,left,0.5,393.5,9,15
3,301,28,32,0.97,0.38,4,right,,,,red,right,0.5,394.0,9,15
3,301,28,33,0.97,0.38,3,forward,,,,green,left,0.5,394.5,9,15
3,301,28,34,0.97,0.38,2,right,,,,red,right,0.5,395.0,9,15
3,301,28,35,0.97,0.38,1,forward,,,,red,right,0.5,395.5,9,15
3,301,28,36,0.97,0.38,0,left,,,,red,right,0.5,396.0,9,15
3,301,29,1,0.97,0.38,30,left,,,,red,right,0.5,396.5,9,15
3,301,29,2,0.97,0.38,29,forward,,,,red,right,0.5,397.0,9,15
3,301,29,3,0.97,0.38,28,left,,,,green,left,0.5,397.5,9,15
3,301,29,4,0.97,0.38,27,forward,,,,green,left,0.5,398.0,9,15
3,301,29,5,0.97,0.38,26,right,,,,red,right,0.5,398.5,9,15
3,301,29,6,0.97,0.38,25,forward,,,,red,right,0.5,399.0,9,15
3,301,29,7,0.97,0.38,24,left,,,,green,left,0.5,399.5,9,15
3,301,29,8,0.97,0.38,23,forward,,,,red,right,0.5,400.0,9,15
3,301,29,9,0.97,0.38,22,left,,,,red,right,0.5,400.5,9,15
3,301,29,10,0.97,0.38,21,right,,,,red,right,0.5,401.0,9,15
3,301,29,11,0.97,0.38,20,right,,,,red,right,0.5,401.5,9,15
3,301,29,12,0.97,0.38,19,forward,,,,green,left,0.5,402.0,9,15
3,301,29,13,0.97,0.38,18,right,,,,red,right,0.5,402.5,9,15
3,301,29,14,0.97,0.38,17,left,,,,green,left,0.5,403.0,9,15
3,301,29,15,0.97,0.38,16,forward,,,,green,left,0.5,403.5,9,15
3,301,29,16,0.97,0.38,15,right,,,,green,left,0.5,404.0,9,15
3,301,29,17,0.97,0.38,14,left,,,,green,left,0.5,404.5,9,15
3,301,29,18,0.97,0.38,13,left,,,,red,right,0.5,405.0,9,15
3,301,29,19,0.97,0.38,12,forward,,,,red,right,0.5,405.5,9,15
3,301,29,20,0.97,0.38,11,right,,,,green,left,0.5,406.0,9,15
3,301,29,21,0.97,0.38,10,left,,,,green,left,0.5,406.5,9,15
3,301,29,22,0.97,0.38,9,right,,,,green,left,0.5,407.0,9,15
3,301,29,23,0.97,0.38,8,right,left,,,green,left,0.5,407.5,9,15
3,301,29,24,0.97,0.38,7,right,,,,red,right,0.5,408.0,9,15
3,301,29,25,0.97,0.38,6,right,,,,red,right,0.5,408.5,9,15
3,301,29,26,0.97,0.38,5,left,,left,,red,left,-1,407.5,9,16
3,301,29,27,0.97,0.38,4,left,,,,red,right,0.5,408.0,9,16
3,301,29,28,0.97,0.38,3,forward,,,,red,right,0.5,408.5,9,16
3,301,29,29,0.97,0.38,2,right,,,,red,right,0.5,409.0,9,16
3,301,29,30,0.97,0.38,1,right,,forward,,green,left,0.5,409.5,9,16
3,301,29,31,0.97,0.38,0,right,,,,red,right,0.5,410.0,9,16
3,301,30,1,0.97,0.38,30,right,,,,red,right,0.5,410.5,9,16
3,301,30,2,0.97,0.38,29,right,,,,red,right,0.5,411.0,9,16
3,301,30,3,0.97,0.38,28,forward,,,,red,right,0.5,411.5,9,16
3,301,30,4,0.97,0.38,27,left,,,,green,left,0.5,412.0,9,16
3,301,30,5,0.97,0.38,26,forward,,,,green,left,0.5,412.5,9,16
3,301,30,6,0.97,0.38,25,right,,,,green,left,0.5,413.0,9,16
3,301,30,7,0.97,0.38,24,right,,,,green,left,0.5,413.5,9,16
3,301,30,8,0.97,0.38,23,left,,,,red,right,0.5,414.0,9,16
3,301,30,9,0.97,0.38,22,right,,,,red,right,0.5,414.5,9,16
3,301,30,10,0.97,0.38,21,right,,,,red,right,0.5,415.0,9,16
3,301,30,11,0.97,0.38,20,forward,,,,red,right,0.5,415.5,9,16
3,301,30,12,0.97,0.38,19,left,,,,green,left,0.5,416.0,9,16
3,301,30,13,0.97,0.38,18,forward,,,,green,left,0.5,416.5,9,16
3,301,30,14,0.97,0.38,17,right,,,,red,right,0.5,417.0,9,16
3,301,30,15,0.97,0.38,16,forward,,,,green,left,0.5,417.5,9,16
3,301,30,16,0.97,0.38,15,right,,,,red,right,0.5,418.0,9,16
3,301,30,17,0.97,0.38,14,forward,,,,green,left,0.5,418.5,9,16
3,301,30,18,0.97,0.38,13,right,,,,green,left,0.5,419.0,9,16
3,301,30,19,0.97,0.38,12,right,,,,green,left,0.5,419.5,9,16
3,301,30,20,0.97,0.38,11,left,,left,,red,right,0.5,420.0,9,16
